hora,temperatura,umidade,pto_orvalho,pressao,radiacao,vento
16,25.9,73.0,20.7,955.8,2077.0,1.1
17,24.1,84.0,21.3,955.6,1247.0,0.7
18,24.6,82.0,21.3,954.7,691.9,0.6
19,25.3,73.0,20.1,953.6,1458.0,1.1
20,26.9,68.0,20.4,952.9,2119.0,1.9
21,26.5,67.0,19.9,953.0,1153.0,1.6
22,25.3,76.0,20.7,953.7,223.1,0.5
23,23.7,83.0,20.7,954.2,-3.54,0.4
0,23.1,86.0,20.5,955.3,-3.49,1.0
1,22.9,85.0,20.2,955.7,-3.49,0.8
2,22.5,88.0,20.5,956.1,-3.53,1.0
3,22.3,88.0,20.2,955.8,-3.48,0.0
4,21.9,91.0,20.4,955.6,-3.54,0.0
5,21.6,92.0,20.2,955.0,-3.13,0.0
6,21.2,93.0,20.1,954.7,-3.52,0.1
7,21.1,94.0,20.1,954.7,-3.53,0.0
8,20.6,95.0,19.8,954.7,-3.53,0.1
9,20.3,95.0,19.4,955.3,-3.42,0.6
10,20.8,94.0,19.8,956.0,131.2,0.0
11,24.1,81.0,20.5,956.5,807.2,0.0
12,26.6,66.0,19.7,957.0,1744.0,2.5
13,NaN,58.0,19.5,957.1,2700.0,2.1
14,29.0,55.0,19.0,956.7,3415.0,2.1
15,30.2,50.0,18.5,956.0,3507.0,2.0
16,31.1,47.0,18.3,954.8,3919.0,2.2
17,30.6,49.0,18.5,953.6,3158.0,1.4
18,28.8,56.0,19.2,952.8,1963.0,3.4
19,26.2,71.0,20.5,952.6,501.5,2.1
20,25.2,77.0,20.8,952.0,360.7,1.0
21,25.8,77.0,21.4,951.7,369.9,0.4
22,25.8,78.0,21.6,952.7,196.2,0.0
23,NaN,NaN,NaN,NaN,NaN,3.0
